player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Tre'Quan Smith,48228,WR,NO,11,10,4,64,30,3,10,0,3,1,-0.01,18,20,1,78.9,28,62.7,62,1.2,4,1,34,0,0,323,3,42.7,32,93.5,302,52,168,98.5,50,3,46.7,151,377,114,3.6,11.8,1.25,2021,52.8,0.13,2.78
Marquez Valdes-Scantling,47809,WR,GB,11,18.2,0,53.1,28.6,2,7,0,0,0,0.22,18,12,0,86.1,75.7,66.1,64.6,1.2,4,1,75,0.3,1,325,0,51,26,92.6,301,30.8,100,94.8,49,3,67.7,220,430,149,5.7,16.5,1.43,2021,122.4,0.16,2.85
Keelan Cole Sr,51593,WR,NYJ,15,13.4,0,57.1,44.4,4,9,0,3.4,1,-0.13,20,22,0,76.1,79.3,61.3,62.4,0.5,2,4,54,0.3,1,367,1,40.3,28,93.5,343,16.3,60,60.7,49,1,83.1,305,449,84,3,16,1.31,2021,30.1,0.08,3.01
Josh Reynolds,11872,WR,DET,12,14.1,5,63,30,3,10,0,6.5,2,0.11,21,11,0,66.6,76.7,65.9,66.9,0,0,1,39,0,0,291,2,49.5,29,95.2,277,16.2,47,95.9,46,2,83.8,244,396,111,3.8,13.7,1.43,2021,103.9,0.17,2.73
Jalen Guyton,34164,WR,LAC,16,11,7,67.4,50,5,10,1,11.4,4,0.14,21,27,0,49.8,32.4,57.4,59.6,0.4,2,0,59,0,0,461,3,47.8,31,93.9,433,26.9,124,120.6,46,3,72.7,335,448,154,5,14.5,1.03,2021,8.4,0.29,4.2
Stefon Diggs,9579,WR,BUF,19,11.5,21,76.2,60,15,25,0,6.4,10,0.26,91,4,0,71.7,86.4,90.2,90.6,0,0,2,55,0,0,794,6,56.6,147,93.5,742,31.5,250,118.4,193,10,68.4,543,1846,548,3.7,12.6,2.49,2020,285.5,0.29,2.77
Davante Adams,8688,WR,GB,16,8.7,5,78.2,46.2,12,26,1,1.5,2,0.33,82,12,1,91,64.8,92,91.9,0,0,3,56,0,0,578,3,54.4,133,94.8,548,33.6,194,135.5,170,20,66.1,382,1507,660,5,11.3,2.75,2020,344.3,0.39,2.8
Tyreek Hill,10799,WR,KC,18,12.9,24,68.5,47.4,9,19,0,10.5,13,0.33,72,16,0,50.4,86.3,84.5,84.8,1.2,9,2,75,0.1,1,763,6,56.1,111,94.2,719,58.6,447,126.9,162,15,38.7,295,1631,617,5.6,14.7,2.27,2020,298.5,0.34,2.49
Allen Robinson II,8696,WR,CHI,17,10.1,12,68.8,45.1,23,51,0,0.9,1,-0.04,70,6,0,91.3,84.1,88.3,88.5,0.2,1,6,42,0.2,1,656,0,46,108,97,636,29.4,193,90.9,157,6,70.3,461,1305,341,3.2,12.1,2.05,2020,85,0.14,2.24
Diontae Johnson,33441,WR,PIT,16,8.8,13,63.9,41.7,5,12,1,13.2,15,0.09,53,25,1,35.6,63,70.4,70.1,0,0,3,47,0,0,621,1,46.6,99,94,584,13.4,83,90.3,155,7,86.6,538,1040,429,4.3,10.5,1.78,2020,276.4,0.28,2.47
DeAndre Hopkins,7808,WR,ARZ,16,9,21,74.7,50,13,26,1,0.9,1,0.06,75,1,3,91.5,38.3,87.1,88,0,0,2,60,0,0,664,6,49.5,115,94.3,626,10.2,68,110,154,6,89.6,595,1407,521,4.5,12.2,2.25,2020,147.2,0.26,3.5
JuJu Smith-Schuster,11817,WR,PIT,17,6.6,5,76.9,48.4,15,31,0,2.7,3,0.1,55,25,3,90.5,37.4,70,69.6,0,0,5,33,0.1,1,760,0,46.5,110,93.3,709,85.3,648,103.7,143,10,14.7,112,988,446,4.1,9,1.39,2020,34.8,0.16,1.93
Keenan Allen,7857,WR,LAC,14,7.3,11,72.5,56.3,18,32,1,2,2,0.12,61,27,3,90.1,58.1,84.9,85,0.4,2,5,28,0.4,2,555,2,46.7,100,93.7,520,51.7,287,96.6,138,8,47.7,265,992,444,4.4,9.9,1.91,2020,255.8,0.26,2.41
Calvin Ridley,48262,WR,ATL,15,15.2,12,65.7,40.9,9,22,0,8.2,8,0.12,65,2,1,66.9,56.3,84.9,84.7,0.2,1,6,63,0,0,594,3,47.4,90,94.6,562,11.4,68,102.3,137,9,88.2,524,1374,276,3.1,15.3,2.44,2020,71.1,0.24,2.29
Tyler Lockett,9502,WR,SEA,17,10.6,4,75,61.5,8,13,0,6.4,7,0.12,59,29,1,71.9,58.3,76.5,77.6,1.1,8,1,47,0,0,700,4,50.3,102,94.6,662,60.1,421,119.6,136,10,38.4,269,1097,341,3.3,10.8,1.66,2020,239.4,0.29,3.19
Terry McLaurin,48229,WR,WAS,16,9.9,14,68.9,47.8,11,23,0,3.1,3,-0.08,56,32,1,89.1,56.8,78.5,77.6,0,0,4,68,0,0,679,3,43.8,93,95.6,649,31.2,212,93.8,135,4,68.6,466,1193,500,5.4,12.8,1.84,2020,213.5,0.21,2.74
Robert Woods,7822,WR,LA,18,6.7,8,75.6,43.8,7,16,1,6.4,7,0.01,54,26,1,76.8,65.1,71.4,72.2,0.3,2,4,56,1.5,10,674,5,48.8,102,95.7,645,49.1,331,101.8,135,7,50.6,341,1032,533,5.2,10.1,1.6,2020,135.2,0.25,2.55
DK Metcalf,47864,WR,SEA,17,14.2,17,65.2,48.3,14,29,0,11.1,11,0.1,65,29,1,51.3,48.6,82.5,82.5,0.1,1,5,62,0.4,3,706,2,50.3,88,94.5,667,16.6,117,113.8,135,12,83.3,588,1399,388,4.4,15.9,2.1,2020,244.3,0.3,3.21
Robbie Chosen,11254,WR,CAR,16,9.8,4,70.9,35,7,20,0,4,4,0.05,49,5,1,79.9,58.2,75.1,76,0.5,3,2,75,0,0,583,1,46.5,95,94.5,551,32.6,190,96.5,134,3,66.7,389,1096,501,5.3,11.5,1.99,2020,138.5,0.14,2.47
Mike Evans,8642,WR,TB,20,14.1,5,62.3,52.6,10,19,1,10,9,0.22,65,30,0,47.1,82.1,74.9,75.1,0,0,5,50,0,0,739,5,50.1,81,94.2,696,37.9,280,115.2,130,15,62.1,459,1210,293,3.6,14.9,1.74,2020,262.5,0.29,3.5
Amari Cooper,9437,WR,DAL,16,9.5,8,71.9,60,9,15,1,3.2,3,0.03,54,9,0,88,83.6,75.9,77.6,0.2,1,4,69,0,0,638,3,48.3,92,96.7,617,27,172,98.2,128,5,72.9,465,1114,408,4.4,12.1,1.81,2020,202.5,0.24,2.98
Cooper Kupp,11824,WR,LA,16,7,21,76.2,58.3,7,12,0,5,5,0,48,26,0,79.5,65.3,81.6,78,0,0,3,55,1.6,9,567,0,50.7,96,95.1,539,61.7,350,98.4,126,3,38.3,217,1052,544,5.7,11,1.95,2020,437.5,0.43,2.94
Justin Jefferson,61398,WR,MIN,16,12,13,72.7,54.5,12,22,0,4.3,4,0.19,58,18,1,82.3,55,90.4,90.5,0,0,4,71,0,0,564,2,54,88,93.3,526,30.3,171,116.4,121,7,69.5,392,1400,450,5.1,15.9,2.66,2020,331,0.33,2.9
Cole Beasley,7330,WR,BUF,18,7.6,7,80.7,75,9,12,0,2,2,0.21,59,4,0,90.5,83.3,81.7,83.1,0,0,2,35,0,0,616,2,55.3,96,92.9,572,88.8,547,109.8,119,4,10.2,63,1112,409,4.3,11.6,1.94,2020,157.3,0.23,1.92
Brandin Cooks,8655,WR,HST,15,12.5,3,70.4,38.1,8,21,0,5.8,5,0.24,52,13,0,74.5,82.3,81.1,80.5,0,0,4,57,0,0,584,1,55.2,81,95.9,560,29.6,173,105.3,115,6,70.2,410,1150,336,4.1,14.2,2.05,2020,231.8,0.28,2.52
Marvin Jones,7158,WR,DET,16,13.1,6,66.7,57.7,15,26,0,5,4,0.1,52,11,0,77.6,81.8,73.6,75.3,0.7,5,4,43,0.1,1,667,2,47.9,76,93,620,31.3,209,105.1,114,9,67.9,453,978,200,2.6,12.9,1.58,2020,180.2,0.18,2.47
Jarvis Landry,8698,WR,CLV,17,7.9,9,73.7,63.6,14,22,1,6.7,6,0.2,52,8,2,70.3,55.6,84.8,81.8,0.4,2,2,40,0.8,4,505,4,50.3,84,92.5,467,57.4,290,105.6,114,5,41.4,209,952,415,4.9,11.3,2.04,2020,137,0.26,2.36
Chris Godwin,11839,WR,TB,16,10.5,6,71.1,63.2,12,19,0,10,9,0.27,53,30,1,53.7,52.9,76,75.4,1.5,9,1,52,0.3,2,601,0,49.8,81,94.5,568,65.7,395,120.2,114,8,32.8,197,1072,403,5,13.2,1.89,2020,246.4,0.3,2.42
DJ Moore,48267,WR,CAR,15,13.7,15,58.4,47.8,11,23,0,9.6,7,0.06,53,5,0,61.5,81.6,79.1,79.1,0,0,8,74,0,0,568,3,46.8,66,94.2,535,22.7,129,77,113,4,77.3,439,1193,390,5.9,18.1,2.23,2020,237.5,0.24,2.35
Jerry Jeudy,61103,WR,DEN,16,14.6,9,47.3,41.7,10,24,0,18.8,12,-0.1,39,10,2,28.5,38.1,65.2,64.8,0,0,6,92,0,0,545,2,41.7,52,94.5,515,33.4,182,60.3,110,3,66.6,363,856,260,5,16.5,1.66,2020,85,0.21,2.13
Chase Claypool,42312,WR,PIT,17,13.6,9,60.9,35.7,10,28,0,5.6,4,0.16,43,25,3,74.5,24,75.5,75.8,0.4,2,0,84,0,0,532,1,48.9,67,92.3,491,22.4,119,121.5,110,11,77.3,411,932,342,5.1,13.9,1.9,2020,166.6,0.2,2.28
Marquise Brown,61568,WR,BLT,18,14,8,62.7,27.3,3,11,0,9.2,7,0.06,42,3,0,57.4,81.5,74.6,74.6,0,0,4,70,0,0,544,1,44.9,69,96.1,523,22.1,120,100,110,8,77.8,423,965,326,4.7,14,1.85,2020,228.3,0.25,2.48
CeeDee Lamb,61570,WR,DAL,16,10.3,6,67.9,29.4,5,17,0,10.8,9,-0.02,46,9,1,48.2,67.2,71.6,72.6,0,0,2,52,0.7,4,541,4,47,74,95.4,516,93.2,504,102,109,5,6.5,35,935,312,4.2,12.6,1.81,2020,232.8,0.26,2.65
AJ Brown,48327,WR,TEN,15,11.4,18,69.7,61.3,19,31,0,8.4,7,0.26,60,31,2,54.8,27.8,90.4,90.4,0.7,3,2,73,0,0,457,2,52.4,76,94.7,433,16.4,75,133.5,109,12,82.9,379,1158,451,5.9,15.2,2.67,2020,180.9,0.3,2.78
Russell Gage,44771,WR,ATL,16,9.2,11,66.7,45,9,20,0,8.9,7,0.12,50,2,0,58,81.8,76.4,73.7,0,0,1,35,0.4,2,551,1,48.2,72,93.8,517,67.5,372,96.5,108,4,31.9,176,786,285,4,10.9,1.52,2020,167,0.27,2.53
Tyler Boyd,10689,WR,CIN,15,8.8,6,73.1,42.9,6,14,2,2.5,2,-0.06,43,7,1,89.5,53.8,75.8,75.5,0.4,2,4,72,0.2,1,537,3,43.2,79,95.2,511,84.2,452,92.4,108,4,15.5,83,841,355,4.5,10.6,1.65,2020,182,0.23,2.64
Adam Thielen,8288,WR,MIN,15,12.5,4,69.8,40.7,11,27,0,6.3,5,0.2,51,18,0,77.6,82.2,87.4,87.9,0.4,2,4,51,0,0,536,0,53,74,92.9,498,27.1,145,120.5,106,14,72.6,389,925,225,3,12.5,1.86,2020,199.8,0.26,2.94
Tee Higgins,61211,WR,CIN,16,12.9,6,63.8,34.3,12,35,1,6.9,5,0.01,52,7,1,63.7,50.5,75.9,79,0.4,2,1,67,0.9,5,527,6,44.9,67,94.1,496,27.5,145,106.4,105,6,72.1,380,908,304,4.5,13.6,1.83,2020,219.1,0.31,2.96
AJ Green,6156,WR,CIN,16,14.1,4,46.5,46.3,19,41,0,6,3,-0.03,34,7,0,71.7,79.2,66.3,65.7,0,0,3,33,0,0,538,2,42.5,47,95.4,513,21,113,56.7,101,2,79,425,523,83,1.8,11.1,1.02,2020,156.8,0.18,2.9
DeVante Parker,9447,WR,MIA,14,10.7,7,63,60,21,35,0,10,7,0.12,45,17,1,58.9,45.6,76.4,77,0.2,1,2,31,0.2,1,484,2,53,63,93.8,454,22.9,111,92.6,100,4,76.9,372,793,170,2.7,12.6,1.75,2020,103.5,0.19,2.59
Michael Gallup,26075,WR,DAL,16,12.7,6,60.2,52.9,9,17,0,10.6,7,0.02,44,9,0,45.3,80.3,66.3,67.1,0,0,0,55,0,0,655,1,48.2,59,96.3,631,6.3,41,105.1,98,5,93.7,614,843,252,4.3,14.3,1.34,2020,91.5,0.18,2.61
TY Hilton,7092,WR,IND,16,13.5,4,59.8,36.4,8,22,0,7.9,5,0.2,43,14,0,63.9,80.4,75.9,75.2,0,0,3,50,0,0,504,0,50.6,58,93.7,472,18.3,92,90.3,97,5,81.7,412,794,208,3.6,13.7,1.68,2020,74.1,0.22,3.22
Darius Slayton,25578,WR,NYG,16,14.2,7,53.2,31.8,7,22,1,10.7,6,-0.09,40,21,1,51.4,38.4,67.8,67.4,0,0,2,41,0,0,583,2,41.7,50,94.2,549,19.6,114,81.5,94,3,80.4,469,751,157,3.1,15,1.37,2020,70.6,0.13,2.61
Darnell Mooney,48236,WR,CHI,16,11.8,17,64.9,28.6,4,14,1,3.2,2,-0.05,33,6,1,83.9,47,68.7,67.3,0,0,2,53,0,0,541,2,45.8,61,96.9,524,20.5,111,89.5,94,4,78.7,426,631,273,4.5,10.3,1.2,2020,219.7,0.22,2.53
Curtis Samuel,11795,WR,CAR,15,7.5,7,82.8,63.6,7,11,0,6.1,5,0.09,39,5,1,66.5,64,77.1,76.4,0.9,4,1,44,0.4,2,465,3,46.9,77,94.4,439,71.4,332,111.1,93,3,21.3,99,851,334,4.3,11.1,1.94,2020,9.8,0.12,0.98
Brandon Aiyuk,84109,WR,SF,12,9.9,9,64.5,14.3,2,14,1,7.7,5,0.07,43,28,0,69.8,82.1,80.1,80.8,0,0,4,49,0.2,1,455,3,49.9,60,94.9,432,24.2,110,89.4,93,5,75.8,345,748,286,4.8,12.5,1.73,2020,170.3,0.19,2.79
Emmanuel Sanders,5606,WR,NO,16,9.3,3,74.2,62.5,5,8,0,5.5,4,0.13,36,20,1,74.3,47.7,74.4,74.6,0,0,2,51,0,0,440,1,50.4,69,96.1,423,33,145,107.7,93,5,67,295,777,188,2.7,11.3,1.84,2020,131.7,0.18,2.99
Corey Davis,11760,WR,TEN,15,12.4,6,70.7,61.1,11,18,0,5.8,4,0.22,49,31,1,79.1,46.5,85.3,85.6,1.9,8,0,75,0,0,418,1,51.8,65,95.7,400,22,92,123.6,92,5,76.1,318,984,286,4.4,15.1,2.46,2020,107.2,0.24,3.15
DJ Chark,47702,WR,JAX,13,14.6,0,57.6,45.8,11,24,0,8.6,5,-0.03,37,15,0,59.5,79.6,71.3,71.2,0,0,5,73,0,0,497,1,45.5,53,96,477,24.1,120,77.5,92,5,75.9,377,706,169,3.2,13.3,1.48,2020,34.4,0.2,4.91
Sterling Shepard,10674,WR,NYG,12,8.6,5,75,53.8,7,13,0,2.9,2,-0.04,37,21,0,86.8,82.1,79.6,79.4,0.8,3,1,29,0,0,395,2,43.2,66,93.7,370,32.2,127,102.3,88,3,67.1,265,656,204,3.1,9.9,1.77,2020,77.7,0.23,2.1
Keelan Cole Sr,51593,WR,JAX,16,11.5,4,66.3,57.1,8,14,0,8.3,5,-0.03,34,15,0,61.3,84.7,64.4,63.7,0.5,3,1,51,0.2,1,601,1,46.3,55,95.8,576,68.7,413,104.6,83,5,30.8,185,642,180,3.3,11.7,1.11,2020,78.9,0.14,2.82
Jamison Crowder,9538,WR,NYJ,12,8.2,7,71.1,30,3,10,0,3.3,2,-0.07,32,22,0,82.9,80.8,75.3,76.2,0.2,1,3,69,0,0,414,2,40.2,59,94.2,390,72,298,105.4,83,6,27.1,112,699,330,5.6,11.8,1.79,2020,107.7,0.2,2.11
Nelson Agholor,9453,WR,LV,16,15.7,7,58.5,53.3,8,15,0,15.8,9,0.11,37,23,0,31.7,79.5,73.8,73.8,0.2,1,3,85,0,0,466,0,49.7,48,94.2,439,33.3,155,113.7,82,8,66.3,309,896,242,5,18.7,2.04,2020,103.4,0.15,2.58
Mike Williams,11762,WR,LAC,15,15.8,1,59.3,48.3,14,29,0,5.9,3,0.14,35,27,0,71.1,79.3,72.7,72.3,0,0,2,64,0,0,514,2,47.2,48,94.4,485,23.3,120,100.6,81,5,76.7,394,756,154,3.2,15.8,1.56,2020,244.6,0.27,3.22
Josh Reynolds,11872,WR,LA,18,11.4,10,67.9,44.4,8,18,0,5.2,3,-0.02,34,26,2,73.9,80,65.5,65.9,0.2,1,2,40,0.7,4,565,1,49.3,55,96.3,544,32.4,183,91.7,81,2,67.3,380,683,247,4.5,12.4,1.26,2020,80.6,0.17,2.78
Greg Ward,12258,WR,PHI,16,6,5,67.9,58.3,7,12,1,5.4,3,-0.06,23,24,1,73.5,41.3,58.8,58.6,0,0,2,32,0.7,4,544,1,41,53,92.1,501,86.6,471,96,78,6,13.2,72,419,163,3.1,7.9,0.84,2020,34.5,0.14,4.93
Jakobi Meyers,47468,WR,NE,14,10.6,6,75.6,66.7,4,6,0,4.8,3,-0.02,37,19,1,78,46.4,78.6,80.1,0,0,2,35,0.3,1,348,3,44.8,59,93.4,325,60.3,210,93.4,78,0,39.1,136,729,222,3.8,12.4,2.24,2020,182.5,0.2,2.17
Laviska Shenault,61220,WR,JAX,14,6.6,16,75.3,72.2,13,18,0,4.9,3,-0.03,33,15,0,75.7,82.7,71.5,71.8,1,4,0,36,0,0,404,1,44.8,58,96,388,27.5,111,119,77,5,68.6,277,600,300,5.2,10.3,1.55,2020,129,0.19,1.74
Will Fuller V,10655,WR,HST,11,13.3,4,69.7,42.9,6,14,0,3.6,2,0.28,38,13,0,81.2,80.8,86.2,85,0,0,2,77,0,0,406,0,55.6,53,94.8,385,24.4,99,132.5,76,8,75.6,307,879,284,5.4,16.6,2.28,2020,6.6,0.1,1.65
Anthony Miller,48160,WR,CHI,17,10.1,5,67.1,45.5,5,11,1,5.6,3,-0.09,24,6,2,71.9,46.5,58.2,58.8,0.2,1,3,34,0,0,460,1,43.3,51,97,446,92.8,427,78.1,76,2,7,32,507,145,2.8,9.9,1.14,2020,14.5,0.15,2.42
Zach Pascal,12303,WR,IND,17,11.3,5,61.8,41.2,7,17,1,9.6,5,0.16,32,14,0,56.7,79.8,62.9,62.3,1.3,7,2,42,0.2,1,550,4,49.6,47,93.5,514,74.5,410,105.5,76,6,23.5,129,666,245,5.2,14.2,1.3,2020,96.5,0.11,2.41
Hunter Renfrow,47509,WR,LV,16,6.6,9,74.7,36.4,4,11,0,3.4,2,0.1,32,23,1,82,36.3,74.8,75,0,0,0,53,0,0,401,1,49.2,56,93.3,374,63.6,255,109.6,75,2,36.4,146,656,348,6.2,11.7,1.75,2020,261.1,0.34,2.46
Tim Patrick,12087,WR,DEN,15,13.1,3,68.9,66.7,10,15,2,0,0,-0.19,33,10,0,86.9,79.5,74.5,75.6,1.3,6,3,61,0.2,1,456,4,39.2,51,95,433,19.1,87,111.4,74,6,79.4,362,742,239,4.7,14.5,1.71,2020,156.4,0.18,2.95
Mecole Hardman,42683,WR,KC,19,9.6,3,66.2,20,1,5,0,12.5,7,0.27,27,16,1,44.7,68.3,69,68.4,0.5,2,0,49,0,0,434,3,51.2,49,94.5,410,53,230,115,74,5,46.1,200,626,376,7.7,12.8,1.53,2020,144.9,0.23,2.16
Marquez Valdes-Scantling,47809,WR,GB,18,18.2,2,55.4,40,6,15,0,14.6,7,0.29,34,12,1,35.9,32.8,60.6,61.9,0.5,3,2,78,0,0,559,3,53.7,41,93.9,525,32.9,184,115.7,74,7,66.5,372,838,298,7.3,20.4,1.6,2020,87,0.19,3.35
Christian Kirk,47546,WR,ARZ,14,13.2,0,64.9,41.7,5,12,0,4,2,0.07,30,1,0,78.2,87,62.3,62.5,0,0,3,80,0,0,540,0,48.3,48,95,513,16.3,88,101.2,74,6,83.7,452,621,181,3.8,12.9,1.21,2020,206.3,0.23,2.64
Antonio Brown,5718,WR,TB,11,9.4,8,71.6,72.7,8,11,0,1.9,1,0.24,31,30,0,87.4,81,82.2,82.6,0,0,1,46,0,0,314,0,48.8,53,93.3,293,21,66,114.9,74,6,78.3,246,564,277,5.2,10.6,1.92,2020,121.1,0.45,2.82
Damiere Byrd,9964,WR,NE,16,12,5,64.4,16.7,2,12,1,9.6,5,-0.07,29,19,1,55.5,25.7,61.4,63.3,0,0,3,42,0.4,2,496,1,44.6,47,94.6,469,9.1,45,77.7,73,1,90.9,451,604,168,3.6,12.9,1.29,2020,64.9,0.1,2.5
Kendrick Bourne,12270,WR,SF,15,10,7,68.1,50,7,14,0,7.5,4,0.02,35,28,0,65.4,79.5,72,72.9,0.6,3,2,49,0.4,2,476,3,47.6,49,94.1,448,46.2,220,95.1,72,2,53.2,253,667,218,4.4,13.6,1.49,2020,177.5,0.31,2.65
Gabe Davis,55410,WR,BUF,19,17.4,2,54.9,25,4,16,3,11.4,5,0.3,31,4,1,51.7,31.8,66.4,67.1,0.2,1,3,56,1.8,10,563,4,57.1,39,91.5,515,36.1,203,103.3,71,7,63.6,358,684,130,3.3,17.5,1.33,2020,125.9,0.22,3.6
Danny Amendola,4717,WR,DET,14,8.5,5,67.6,40,4,10,0,4.2,2,0.09,30,11,0,76.8,80.9,74.9,75.4,0.8,3,2,50,0.6,2,355,3,46.7,46,93,330,85.6,304,83.1,68,0,12.7,45,602,293,6.4,13.1,1.82,2020,66.8,0.35,2.78
John Brown,8726,WR,BUF,12,13,2,64.2,50,6,12,0,6.5,3,0.22,26,4,0,61.2,78.6,65.7,66.2,0,0,1,46,0,0,442,0,53.8,43,95,420,10,44,98.1,67,3,90,398,544,184,4.3,12.7,1.3,2020,0,0,
Michael Pittman,29049,WR,IND,14,8.5,6,68.2,20,1,5,0,8.2,4,0.16,25,14,1,61.5,37,62.8,62.3,0,0,1,45,0,0,431,8,48.8,45,95.6,412,25.3,109,95.1,66,1,74.7,322,593,331,7.4,13.2,1.44,2020,236.6,0.24,2.54
Julio Jones,6158,WR,ATL,9,12.7,8,78.5,50,6,12,0,5.6,3,0.28,36,2,0,72.2,79.3,86.3,84.9,0,0,0,44,0,0,314,0,50.7,51,94.3,296,22.6,71,131.5,65,3,77.4,243,771,229,4.5,15.1,2.6,2020,80.4,0.2,2.59
Travis Fulgham,48023,WR,PHI,13,13.8,4,59.4,35.3,6,17,0,11.6,5,-0.16,26,24,0,56.2,77.7,71.2,70.9,0.5,2,1,42,0.3,1,387,1,40.2,38,93,360,17.3,67,101,64,4,82.2,318,539,108,2.8,14.2,1.5,2020,0,0,
Chris Conley,9509,WR,JAX,15,11,3,63.5,50,6,12,0,11.1,5,-0.12,24,15,1,50.7,29.7,70.1,68.3,1,3,1,51,0,0,315,1,47.4,40,97.1,306,27.6,87,90.1,63,2,71.4,225,471,186,4.7,11.8,1.54,2020,66.6,0.11,2.9
Demarcus Robinson,10760,WR,KC,19,10.1,6,74.6,33.3,2,6,0,4.1,2,0.29,28,16,1,78.2,40.5,60.7,59.9,3.5,22,2,28,0.8,5,623,3,55.4,47,93.4,582,14.9,93,99.4,63,3,81.5,508,491,182,3.9,10.4,0.84,2020,69.4,0.1,2.78
Rashard Higgins,10806,WR,CLV,14,14.6,1,72.1,53.8,7,13,0,6.4,3,0.21,31,8,4,68.8,19.2,73.4,72.8,0.5,2,2,43,0.3,1,377,1,50,44,95.2,359,18.6,70,119.2,61,4,80.9,305,715,103,2.3,16.3,1.99,2020,57.5,0.11,2.4
James Washington,47792,WR,PIT,17,13.2,5,58.3,21.4,3,14,0,10.3,4,-0.02,23,25,0,53.6,77.3,63.8,63.9,1.4,5,2,50,0,0,346,0,43.5,35,93.1,322,17.6,61,96.8,60,5,80.9,280,464,158,4.5,13.3,1.44,2020,65.8,0.14,2.53
Allen Lazard,48135,WR,GB,12,11.4,5,69,28.6,2,7,0,14.9,7,0.39,30,12,0,29.7,78.4,72.4,69.7,6.2,22,1,72,1.1,4,353,0,56.7,40,93.8,331,50.4,178,119.1,58,4,43.1,152,609,254,6.4,15.2,1.84,2020,142.5,0.2,3.31
Scott Miller,47481,WR,TB,20,16.1,3,63.8,33.3,3,9,1,5.1,2,0.14,23,30,0,67.9,78.5,68.2,67.9,0,0,2,48,0,0,372,1,47,37,92.7,345,23.9,89,105.6,58,4,76.1,283,581,114,3.1,15.7,1.68,2020,19.1,0.14,2.73
Cam Sims,47908,WR,WAS,15,11.3,9,67.2,58.8,10,17,1,11.4,5,-0.05,23,32,0,48.9,78.1,62.5,62.4,0.2,1,2,50,0,0,465,1,44.6,39,95.5,444,20.6,96,91.2,58,1,79.1,368,581,280,7.2,14.9,1.31,2020,48.8,0.17,3.05
Breshad Perriman,9459,WR,NYJ,12,15.7,2,53.6,18.2,2,11,0,9.1,3,-0.1,20,22,0,58.8,76.9,63.6,63.1,0.3,1,4,53,0,0,393,0,40.3,30,94.1,370,25.7,101,72.4,56,3,74,291,505,162,5.4,16.8,1.36,2020,33.4,0.22,2.78
N'Keal Harry,48297,WR,NE,14,8.4,4,60,58.3,7,12,0,5.7,2,-0.06,15,19,1,70.5,28.7,57.8,61.4,0.3,1,2,30,0.9,3,334,4,42.7,33,95.2,318,35.9,120,72.5,55,2,63.2,211,309,103,3.1,9.4,0.97,2020,30.4,0.09,2.53
KJ Hamler,61590,WR,DEN,13,10.9,5,55.6,25,3,12,0,18.9,7,-0.07,17,10,1,29.2,41.7,55.9,55.4,0.3,1,3,49,0,0,352,0,43.6,30,92.6,326,66.2,233,73.1,54,3,33.2,117,381,123,4.1,12.7,1.17,2020,12.4,0.14,2.48
Willie Snead IV,8999,WR,BLT,15,8.1,11,74.1,44.4,4,9,0,7,3,0.06,23,3,1,67.1,30.8,69.5,69.2,0,0,1,34,0,0,357,1,45.2,40,95.5,341,81.8,292,110.6,54,3,18.2,65,466,209,5.2,11.7,1.37,2020,7.8,0.14,1.95
Jalen Reagor,61697,WR,PHI,11,14,5,58.5,33.3,4,12,0,3.1,1,-0.1,19,24,0,68.8,80.5,64,64.2,0.3,1,3,55,0,0,322,1,44.7,31,94.4,304,20.8,67,64.7,53,1,78.6,253,396,175,5.6,12.8,1.3,2020,78.1,0.1,1.82
Braxton Berrios,47961,WR,NYJ,15,7.7,4,69.8,16.7,1,6,0,9.8,4,-0.29,19,22,0,55.3,87.9,72.4,71.8,0,0,1,43,0,0,202,0,38.9,37,91.6,185,70.8,143,102.2,53,3,22.8,46,394,222,6,10.6,2.13,2020,117.1,0.3,2.21
Sammy Watkins,8639,WR,KC,11,8.1,2,73.1,25,1,4,0,7.3,3,0.24,28,16,1,64.3,29.5,64.5,62.4,0.5,2,0,37,1.3,5,382,2,54.1,38,93.7,358,48.2,184,110.6,52,2,51,195,434,163,4.3,11.4,1.21,2020,72.4,0.16,2.68
Jakeem Grant Sr,10820,WR,MIA,14,10.4,12,69.2,62.5,5,8,0,10,4,-0.02,22,17,0,54.4,88,70.9,71,0.8,2,1,30,0,0,247,1,47.2,36,95.1,235,27.5,68,88.1,52,1,71.7,177,373,182,5.1,10.4,1.59,2020,39.5,0.27,2.47
Jalen Guyton,34164,WR,LAC,16,16.4,2,53.8,22.2,2,9,0,17.6,6,0.16,18,27,0,30,76.9,52.2,51.1,0.2,1,2,72,0.3,2,617,4,47.5,28,94.2,581,40.7,251,91.1,52,3,59.2,365,511,183,6.5,18.3,0.88,2020,97.2,0.16,2.56
